"CostElementList_CostElement","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-42d190620d15d0c0b4dcd22eb9710643108888bc-0-19ee12ef66e7a3402a9e7783e24d03113863e570","155.58","4.969","5.181","","","","","","","","","","","Program Management","42d190620d15d0c0b4dcd22eb9710643108888bc-0-0a5be1e6374ed4208ba85e2c47b0bbc2f0f7d780","42d190620d15d0c0b4dcd22eb9710643108888bc","root.record.ItemExhibitList.P5Item","42d190620d15d0c0b4dcd22eb9710643108888bc-3-9f75bad8231423d2c903a951b7a83172bea5655d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-42d190620d15d0c0b4dcd22eb9710643108888bc-1-00dbe684b9f2006f63b0c0befc8975a1af936b6d","60.83","3.98","4.28","","","","","","","","","","","System Technical Support (STS)","42d190620d15d0c0b4dcd22eb9710643108888bc-1-3d9a1ba4067acd6a076ee04a1886cbd0ae104d60","42d190620d15d0c0b4dcd22eb9710643108888bc","root.record.ItemExhibitList.P5Item","42d190620d15d0c0b4dcd22eb9710643108888bc-3-9f75bad8231423d2c903a951b7a83172bea5655d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-42d190620d15d0c0b4dcd22eb9710643108888bc-2-9c29c409aa62ff5c65eb0111099d6020bc131456","11.956","1.433","0.912","","","","","","","","","","","Training","42d190620d15d0c0b4dcd22eb9710643108888bc-2-7f51654c12a86382d42e68336386fd7321ef6d5c","42d190620d15d0c0b4dcd22eb9710643108888bc","root.record.ItemExhibitList.P5Item","42d190620d15d0c0b4dcd22eb9710643108888bc-3-9f75bad8231423d2c903a951b7a83172bea5655d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-438890286c4c2ffc1bfb138a2ef793df1396bab0-0-01f2fabed8600113e7847a3c451d5d8f752588c6","1.039","1.988","1.95","1.962","1.962","","","","","","","","","Program Management","438890286c4c2ffc1bfb138a2ef793df1396bab0-0-fed21bb4b94282829f9b7d48423bbfac0ba6a1df","438890286c4c2ffc1bfb138a2ef793df1396bab0","root.record.ItemExhibitList.P5Item","438890286c4c2ffc1bfb138a2ef793df1396bab0-0-2f7951489bb401b328d7cc27a7324050a8edf6b5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-438890286c4c2ffc1bfb138a2ef793df1396bab0-1-23b62266b939076117edba43e36b47bec6e347ca","15.103","1.312","0.699","0.45","0.45","","","","","","","","","System Engineering","438890286c4c2ffc1bfb138a2ef793df1396bab0-1-f85f5e6f10f758f18435b628af6ea38d8b11bf23","438890286c4c2ffc1bfb138a2ef793df1396bab0","root.record.ItemExhibitList.P5Item","438890286c4c2ffc1bfb138a2ef793df1396bab0-0-2f7951489bb401b328d7cc27a7324050a8edf6b5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-438890286c4c2ffc1bfb138a2ef793df1396bab0-2-ebf16890b01a70b1f30b30c37196f240197eb5c1","3.836","0.714","0.75","0.3","0.3","","","","","","","","","Training","438890286c4c2ffc1bfb138a2ef793df1396bab0-2-f0cf2c65fc1994859694fbfda02dce194dc96187","438890286c4c2ffc1bfb138a2ef793df1396bab0","root.record.ItemExhibitList.P5Item","438890286c4c2ffc1bfb138a2ef793df1396bab0-0-2f7951489bb401b328d7cc27a7324050a8edf6b5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-43abd7d2317a7e30efa9430d48c07e79cc1780e8-0-8358dc2f25efb7d6ca8ce4823a61c6f2240fac8e","347.955","25.211","28.268","23.174","23.174","","","","34.458","35.376","33.672","34.325","true","Suballocations","43abd7d2317a7e30efa9430d48c07e79cc1780e8-0-df7235f2d2e041a5c8f4ff15eb598509086a7309","43abd7d2317a7e30efa9430d48c07e79cc1780e8","root.record.ItemExhibitList.P5Item","43abd7d2317a7e30efa9430d48c07e79cc1780e8-1-9d5a152c42afddb2aeb4b734364d5f77d65941e2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-43abd7d2317a7e30efa9430d48c07e79cc1780e8-0-48ded7d3cb3d604c6a6041ee4b624c1a8ef86791","17.32","0.853","0.962","0.835","0.835","","","","1.228","1.875","1.728","1.768","true","JCTD Procurement Projects","43abd7d2317a7e30efa9430d48c07e79cc1780e8-0-1a400c827521dc1d122d14fb3258a709d0f96f4e","43abd7d2317a7e30efa9430d48c07e79cc1780e8","root.record.ItemExhibitList.P5Item","43abd7d2317a7e30efa9430d48c07e79cc1780e8-3-7324d3a5ac038c803f2b284620343944facd4622"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-43d3554eb744da6b704f76d75f1225b38f0de759-0-d5c201d406d293a684a62b19757570ebad5741a5","","27.9","23","30","30","","","","","","","","","Program Management","43d3554eb744da6b704f76d75f1225b38f0de759-0-5e0d65cd11104681f2e5d5df709521bc60546c78","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item","43d3554eb744da6b704f76d75f1225b38f0de759-1-0cc9233686d83eddbad8ede53ed4f9df9779c5db"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-459238179ec8054a803209f0e0a13951c783dfa3-0-7e93e512d16e119a4d4e8956d9e513bedbd6028a","240.362","27.736","11.1","2.232","2.232","","","","","","","","","PROCUREMENT SUPPORT - MISSILE","459238179ec8054a803209f0e0a13951c783dfa3-0-0167e20d94f770f0fcb28a7e9fe614e2ca116522","459238179ec8054a803209f0e0a13951c783dfa3","root.record.ItemExhibitList.P5Item","459238179ec8054a803209f0e0a13951c783dfa3-0-b73f23b03329b313bd9f2ee5ccefafd7048684d4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-459238179ec8054a803209f0e0a13951c783dfa3-1-a2d835a559725c26287b590063191fbcfe4529b1","13.309","3.873","1.819","","","","","","","","","","","FLEET SUPPORT - MISSILE","459238179ec8054a803209f0e0a13951c783dfa3-1-0b94d0629a030dc36afe0fd29621bc09f9b238c8","459238179ec8054a803209f0e0a13951c783dfa3","root.record.ItemExhibitList.P5Item","459238179ec8054a803209f0e0a13951c783dfa3-0-b73f23b03329b313bd9f2ee5ccefafd7048684d4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-459238179ec8054a803209f0e0a13951c783dfa3-2-5e9365377a7f2d3a5d477df6891b4e926096ae75","804.225","","","","","","","","","","","","","All Prior Years","459238179ec8054a803209f0e0a13951c783dfa3-2-a9a96dd32720127a8c1b0a3368a0792f2e72fe8c","459238179ec8054a803209f0e0a13951c783dfa3","root.record.ItemExhibitList.P5Item","459238179ec8054a803209f0e0a13951c783dfa3-0-b73f23b03329b313bd9f2ee5ccefafd7048684d4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-463b8976bcaa046a908cff1661b452169de197bd-0-e687af6375bcc7024b66dacfc62a81d7411db8d4","7.026","","0.593","","","","","","","","","","","","463b8976bcaa046a908cff1661b452169de197bd-0-6057651f9ebfe3c93c6db1536a30e14209f6dbfd","463b8976bcaa046a908cff1661b452169de197bd","root.record.ItemExhibitList.P5Item","463b8976bcaa046a908cff1661b452169de197bd-0-9e820ba49dbcff9aa68cf49db4bbbe6f28d28f79"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-47f328e9cce16fb925b101123777535410db4570-0-f6b422c1da62c889288e623e06820d7f4ab08501","","","0.049","0.33","0.33","","","","","","","","","Fielding","47f328e9cce16fb925b101123777535410db4570-0-d1a6fcdac18bafe7683b00816a2407188a5a8e88","47f328e9cce16fb925b101123777535410db4570","root.record.ItemExhibitList.P5Item","47f328e9cce16fb925b101123777535410db4570-0-ccc87b6cf546b05ba6c8411235c9850c0222d00a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-47f328e9cce16fb925b101123777535410db4570-1-e10011e9a4c2d7f71b6fcd8ff41e5bc15b454245","","","0.049","0.375","0.375","","","","","","","","","Production Engineering","47f328e9cce16fb925b101123777535410db4570-1-041eb4546feb1aad2baf97e5e0d3ddfe090062b7","47f328e9cce16fb925b101123777535410db4570","root.record.ItemExhibitList.P5Item","47f328e9cce16fb925b101123777535410db4570-0-ccc87b6cf546b05ba6c8411235c9850c0222d00a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-47f328e9cce16fb925b101123777535410db4570-2-cc3ac063af2f7448e81d2ef2708185aa246b0cbb","","","0.1","0.49","0.49","","","","","","","","","Program Management","47f328e9cce16fb925b101123777535410db4570-2-d85d4f34b7880cb2084c5ba06208fdbbad1aa09e","47f328e9cce16fb925b101123777535410db4570","root.record.ItemExhibitList.P5Item","47f328e9cce16fb925b101123777535410db4570-0-ccc87b6cf546b05ba6c8411235c9850c0222d00a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-47f328e9cce16fb925b101123777535410db4570-3-dadb820b99a3c50fbd2cddcaafa59de52d1cf8ae","","","0.048","0.35","0.35","","","","","","","","","Quality Assurance","47f328e9cce16fb925b101123777535410db4570-3-2fc461360042cca9ec9033ea23c603795f8857ab","47f328e9cce16fb925b101123777535410db4570","root.record.ItemExhibitList.P5Item","47f328e9cce16fb925b101123777535410db4570-0-ccc87b6cf546b05ba6c8411235c9850c0222d00a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-48cc11bb8b24df6f1b5d3f3108254a6680ce8eb9-0-93ca189f8684c67b37decb0a060402702ce1fec0","","","173.043","143.21","143.21","","","","","","","","","","48cc11bb8b24df6f1b5d3f3108254a6680ce8eb9-0-e2e0bf71e0f620f1d4c368a5705ad6152a4d4c59","48cc11bb8b24df6f1b5d3f3108254a6680ce8eb9","root.record.ItemExhibitList.P5Item","48cc11bb8b24df6f1b5d3f3108254a6680ce8eb9-0-79e54884d7574dc855bd634fb7847622ccc7ca50"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4ab8cb22fd0dc4b22b17d65a36536e7efe52e495-0-6b4801377cbbb0eea4303b644235f205a3b6c1ce","0.164","1.012","","","","","","","","","","","","Support End Item","4ab8cb22fd0dc4b22b17d65a36536e7efe52e495-0-de926595241819bb565699301320495a086445bd","4ab8cb22fd0dc4b22b17d65a36536e7efe52e495","root.record.ItemExhibitList.P5Item","4ab8cb22fd0dc4b22b17d65a36536e7efe52e495-0-17f676f904601f0bebf2d55158c92cd49046dfa7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4b0851de24db43ee288354b17eae315275336615-0-c7fc96babd7e724a88d23ff8c6499d8597285b32","","","0.15","","","","","","","","","","","RM002 - PRODUCTION ENGINEERING","4b0851de24db43ee288354b17eae315275336615-0-0d3e649e150c96979149c3ee4a67b5123b9fbd10","4b0851de24db43ee288354b17eae315275336615","root.record.ItemExhibitList.P5Item","4b0851de24db43ee288354b17eae315275336615-0-35184d2c6828962822d730e9435db733846a663c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4cca8aacabede5225bd00e74c169afaac3f2df2c-0-e5c2c8172041c2389b818cf855b6c7c1b77b3ef2","","","","","0.606","0.606","","","","","","","","Production Engineering","4cca8aacabede5225bd00e74c169afaac3f2df2c-0-8bfba3a002bf18cf0553bd7d665753cdfcc3f819","4cca8aacabede5225bd00e74c169afaac3f2df2c","root.record.ItemExhibitList.P5Item","4cca8aacabede5225bd00e74c169afaac3f2df2c-0-019ee7259cb97d2ebe843d7da8cd6121c63d3823"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4d3e0e5a4bbb58e425bf8493bc86138244366df8-0-2ff47b806c0d88f8ba08107122cdcef23626773e","141.288","3.492","3.817","","","","","","","","","","","Other","4d3e0e5a4bbb58e425bf8493bc86138244366df8-0-26ba22e17282ab87f48df06d1a5361c15cd3779a","4d3e0e5a4bbb58e425bf8493bc86138244366df8","root.record.ItemExhibitList.P5Item","4d3e0e5a4bbb58e425bf8493bc86138244366df8-0-f9c48cd04b2910f576b414351d17d261f7b2c076"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4db4ed055d4807906324121a0154d02a679d9bae-0-e1c19efd07f3b841cb84d644913908d40c61549c","28.489","2.177","2.205","2.673","2.673","","0","46.721","2.721","2.769","2.818","2.869","","Support End Item","4db4ed055d4807906324121a0154d02a679d9bae-0-1e1e0be53d85ceb3d28c26cc89686dfb08734559","4db4ed055d4807906324121a0154d02a679d9bae","root.record.ItemExhibitList.P5Item","4db4ed055d4807906324121a0154d02a679d9bae-0-1f8e7fa22ae7ae0072a8a587f0d8d07396d195ef"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f2357d78bb32e088a51b52d66f52cba84dfa327-0-29712b6741f38c767e4f95ab3f900114d918aa18","3.881","0.337","2.4","1.299","1.299","","","","","","","","","Common Support Equipment","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-71ad1e73bc742f23d1264e290f8c9ffcc04d1b74","4f2357d78bb32e088a51b52d66f52cba84dfa327","root.record.ItemExhibitList.P5Item","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-41994dc0fc50c919d6d2216db0a05b825c0c0d63"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f2357d78bb32e088a51b52d66f52cba84dfa327-1-f5180553ede118fe73017bc828a00cfcdef8501a","58.222","3.881","4.576","4.667","4.667","","","","","","","","","Data","4f2357d78bb32e088a51b52d66f52cba84dfa327-1-9fb9628c239804e5ba135bec8714658c3a48387c","4f2357d78bb32e088a51b52d66f52cba84dfa327","root.record.ItemExhibitList.P5Item","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-41994dc0fc50c919d6d2216db0a05b825c0c0d63"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f2357d78bb32e088a51b52d66f52cba84dfa327-2-1541b28cbe6ca91e6e3e903d89750f449c6eef2b","326.045","29.408","24.396","26.74","26.74","","","","","","","","","Fielding","4f2357d78bb32e088a51b52d66f52cba84dfa327-2-c042009ed9102c35269dc3882bb18a0d06111af3","4f2357d78bb32e088a51b52d66f52cba84dfa327","root.record.ItemExhibitList.P5Item","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-41994dc0fc50c919d6d2216db0a05b825c0c0d63"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f2357d78bb32e088a51b52d66f52cba84dfa327-3-6b63637d40817a4530513404d9c043a5cdc26720","107.728","7.012","7.222","7.366","7.366","","","","","","","","","Program Management","4f2357d78bb32e088a51b52d66f52cba84dfa327-3-356d750d49c8a7f0069f584cac7ed64a7dfabf84","4f2357d78bb32e088a51b52d66f52cba84dfa327","root.record.ItemExhibitList.P5Item","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-41994dc0fc50c919d6d2216db0a05b825c0c0d63"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f2357d78bb32e088a51b52d66f52cba84dfa327-4-53503e61c593b2b4bde2df103dcbf689ea374b83","29.648","","","","","","","","","","","","","System Engineering","4f2357d78bb32e088a51b52d66f52cba84dfa327-4-259df9c17cbe3df2dd81f8a7fa0a6d127cbf17bd","4f2357d78bb32e088a51b52d66f52cba84dfa327","root.record.ItemExhibitList.P5Item","4f2357d78bb32e088a51b52d66f52cba84dfa327-0-41994dc0fc50c919d6d2216db0a05b825c0c0d63"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4f95c30a7a42b871c7d0d8f058ec4f041a03e1c0-0-ec0165997db0f4b38d22270f96314e9d3bd97933","348.11","36.763","55.697","5.159","5.159","","","","","","","","","","4f95c30a7a42b871c7d0d8f058ec4f041a03e1c0-0-bce3633390639720b6d7b7c10fa91d0ec080aa80","4f95c30a7a42b871c7d0d8f058ec4f041a03e1c0","root.record.ItemExhibitList.P5Item","4f95c30a7a42b871c7d0d8f058ec4f041a03e1c0-0-291f11fdab5419b3966d979835a49e1308bd97ba"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-502637844224dcfc674ba80b04ec1885d4e6e267-0-9ba3e2dc9decc864b57e5cfa1c853b6b5eb187fc","1.026","1.255","2.384","1.526","1.526","","","","","","","","","Program Management","502637844224dcfc674ba80b04ec1885d4e6e267-0-78fc95c6a606c1ab41bab83a2ca583128f9b8bd2","502637844224dcfc674ba80b04ec1885d4e6e267","root.record.ItemExhibitList.P5Item","502637844224dcfc674ba80b04ec1885d4e6e267-0-2e52ee0c8cefe21d2324caf7b7e7b3c612616df9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-502637844224dcfc674ba80b04ec1885d4e6e267-1-8e120fe57094c3e212e79e1b112e986611480601","0.413","1.44","1.46","1.47","1.47","","","","","","","","","System Engineering","502637844224dcfc674ba80b04ec1885d4e6e267-1-f6efc27b5608f31b24a73169f05f1138ecfbae56","502637844224dcfc674ba80b04ec1885d4e6e267","root.record.ItemExhibitList.P5Item","502637844224dcfc674ba80b04ec1885d4e6e267-0-2e52ee0c8cefe21d2324caf7b7e7b3c612616df9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-b627365ee7d4594b6e7ab431c246ff48d85c13f5","1.941","0.25","0.525","0.533","0.533","","","","","","","","","Government Furnished Materials","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-80c73411c94034d78ce09cdbb1c68ffa05e90c74","51b5b1dd670c47645739b2b59d76dbeee40f91b8","root.record.ItemExhibitList.P5Item","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f04023cb26f4e3cdafbed2fb867894f80cb23514"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-51b5b1dd670c47645739b2b59d76dbeee40f91b8-1-32b180e4e6f80d712faf47eb8287388e07354563","","","","0.532","0.532","","","","","","","","","Production Engineering","51b5b1dd670c47645739b2b59d76dbeee40f91b8-1-6166ee85510bb572e1e1c608dd835fc1596ac2a6","51b5b1dd670c47645739b2b59d76dbeee40f91b8","root.record.ItemExhibitList.P5Item","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f04023cb26f4e3cdafbed2fb867894f80cb23514"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-51b5b1dd670c47645739b2b59d76dbeee40f91b8-2-c6c83a8f5e30d5b699b817f8dbebdcd238afcc81","4.596","1.563","1.865","1.953","1.953","","","","","","","","","Program Management","51b5b1dd670c47645739b2b59d76dbeee40f91b8-2-08f29af47d1a539eacce8267491be42d9f771d03","51b5b1dd670c47645739b2b59d76dbeee40f91b8","root.record.ItemExhibitList.P5Item","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f04023cb26f4e3cdafbed2fb867894f80cb23514"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-51b5b1dd670c47645739b2b59d76dbeee40f91b8-3-eca8a2e3a68463ce95b5cfe93af5a0eccfc87011","0.5","0.04","0.25","","","","","","","","","","","System Technical Support (STS)","51b5b1dd670c47645739b2b59d76dbeee40f91b8-3-62c1c165a981043fdebf46e8de473d85832846a7","51b5b1dd670c47645739b2b59d76dbeee40f91b8","root.record.ItemExhibitList.P5Item","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f04023cb26f4e3cdafbed2fb867894f80cb23514"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-4f1d21ccb49a15b8b825384a91687951ec2f1d22","","0.033","","","","","","","","","","","","Acceptance Testing","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-fe3f36777368a632d65e9bba693cd6552c39336e","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-1ec86ef966f187451de3a81452dd6854a3a86678"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-8593cd14342a687fef9acd0cd88d084802e15021","","0.434","0.454","0.54","0.54","","","","","","","","","Production Engineering","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-c68de5597260b596765065b4e8b109cb560c0ad9","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-1ec86ef966f187451de3a81452dd6854a3a86678"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-2-c8a789e87cbe39f5e5756a69e321285191347d24","","0.003","","0.006","0.006","","","","","","","","","Quality Assurance","5324f0127ccde2d9f55ca661518c62c58b4c32f4-2-9620aa32e08700a1e1384c79cb550f3309bcd42f","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-1ec86ef966f187451de3a81452dd6854a3a86678"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-011c8564585faffedc1340e26d86c74ad9c6a81e","","0.072","0.177","0.163","0.163","","","","","","","","","Acceptance Testing","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-bd7d4397b6a2c05f31d0cfef3b5bb73828e33509","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-63c0bd3a3ae2cfbe50b57dc354c302bda4576d7e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-5180215f14fbfbca032a2ae0e70c1863a29ac0ee","","0.562","1.482","0.567","0.567","","","","","","","","","Product Improvement","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-a07e4f35da99604b986a940b2a6a65fc8a9858b6","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-63c0bd3a3ae2cfbe50b57dc354c302bda4576d7e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-2-a2511359a6440b56b2949a49e5da70f0a4fd7b58","9.745","0.825","2.34","2.89","2.89","","","","","","","","","Production Engineering","5324f0127ccde2d9f55ca661518c62c58b4c32f4-2-4fd6732c6d4c33c11f2fb29958709098a138b853","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-63c0bd3a3ae2cfbe50b57dc354c302bda4576d7e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-3-296ecf22d1d67155167c95e4080816f0136a24d3","","0.006","0.022","0.006","0.006","","","","","","","","","Quality Assurance","5324f0127ccde2d9f55ca661518c62c58b4c32f4-3-c5b586c255dbfc2235a404a885ecb585a2df14d3","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-1-63c0bd3a3ae2cfbe50b57dc354c302bda4576d7e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-1c41a52f241613b9c06fc2d232fa8da25e96ae5f","0.032","0.061","0.023","0.027","0.027","","","","","","","","","Production Engineering","5324f0127ccde2d9f55ca661518c62c58b4c32f4-0-acafe7bb68c2b68a3a1c5c10dacd8ee87a3c662a","5324f0127ccde2d9f55ca661518c62c58b4c32f4","root.record.ItemExhibitList.P5Item","5324f0127ccde2d9f55ca661518c62c58b4c32f4-2-8821d76f4756631b5af3580f649498ae766d90b4"
