"Name_val","Name_@footnote","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_ToComplete_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Engineering","","","","","","","","","","","","","","15.269","12.235","","27.504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-4eba5950f3320c3e1a0cc940b178f69c19331e38","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-b4df6c9f8506827ef8ec62e995ae40a57d9d09e6"
"Technology Refresh/Insertion","","","","","","","","","","","","","","1.698","4.195","","60.738","","","","54.845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-f89cec479ac60235cf8d36f51b1bc0e1117ca366","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-b74f19c281181275f71c2191519102c253f06cbe"
"System Integration Lab Kit","","","","","","","","","","","","","","9.662","6.018","","43.552","","","","27.872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-1-6861c9258b2842b8a590d4d03b9693650dc3d548","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-b74f19c281181275f71c2191519102c253f06cbe"
"Support Equipment","","","","","","","","","","","","","","11.552","3.496","","46.398","","","","31.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-2-f5cd38a52d09bf824eed6560208c44e4a64c222c","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","5be2864b6b5f68f4d5f2d0c8aa4fd636db1fb943-0-b74f19c281181275f71c2191519102c253f06cbe"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","42.079","","","42.079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612380a1fd64ceb2defc72d07b0986b5ff7585e3-0-20e52fade877f17a1fc5b3087db7c6d195164841","612380a1fd64ceb2defc72d07b0986b5ff7585e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","612380a1fd64ceb2defc72d07b0986b5ff7585e3-0-6a65ac921dbf3ce90859bd6cc4bed1036b4eaae6"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","9.708","","","9.708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612380a1fd64ceb2defc72d07b0986b5ff7585e3-0-537f39f0e626616fd1d0f01814e79a828791e39a","612380a1fd64ceb2defc72d07b0986b5ff7585e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","612380a1fd64ceb2defc72d07b0986b5ff7585e3-0-ef6b40d9655c1cec4e8577ad586e3da245de5d94"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","1.998","0.772","2.926","","","","","","0.156","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-82c24f404d19a941c3e840c27233bf25742f3c3c","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"1.2.1) Installation Kits N/R - NonOrganic","Some costs for the Validation Kit and Verification Kit are embedded in NRE for the FY15 A Kits.","1","","","1","","","","","","","","","23.395","1.133","","24.528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-151aa803108d1a85e4e05669761d2b8cde6168d8","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-a77851a13676c5d5c7a82b01ec4060e82cb7b0e4"
"1.2.2) NRE - Contractor - Organic","The cost for the Validation Kit, TKI Kit, and Verification Kit and associated installation for the Validation Kit and TKI Kit is embedded in the NRE cost in PY.","","","","","","","","","","","","","22.078","","","22.078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-2ee38dc2891531e94cfe5399bdaf0995b2c05235","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-25ba64d364a018aee33c9c8e11aaf5f355f58cf0"
"1.2.1) Installation Kit N/R Block Upgrade - Organic","Block Upgrade NRE for TKI in FY15.","","","","","","","","","","","","","","2.163","","2.163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-190b0500cc5eb8950213ba6425b04a4dcb131c57","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-5ad9623f115f37bc08491beff1f79202ec3b8d97"
"M67 ECP","","","","","0","","","","","","0","","","","","","0.4","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-0-11fbfcf895c202e5308d79c0cdc30a261568240c","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-0-ec11561f6b4dd536648d9d88d3587cf9d69af62b"
"First Article Acceptance Testing","","","0","","0","0","0","","","","","","","","0.25","","0.65","0.4","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-1-a5b970ebe704c8e60107ed002f67af4a7bdc717a","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-0-ec11561f6b4dd536648d9d88d3587cf9d69af62b"
"Tech Manuals","","","0","","0","0","0","","","","","","","","0.1","","0.2","0.1","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-2-3cdf28ad7219f550f3624e8ccbf918ded211fc83","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-0-ec11561f6b4dd536648d9d88d3587cf9d69af62b"
"Bennet Labs Cannon Effort","","","0","","0","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-3-c33a01257e90688ba985927f50746f7367777793","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","65ff92dbdc8ead8f1748c3236cae4c6af7dba2b3-0-ec11561f6b4dd536648d9d88d3587cf9d69af62b"
