"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_Quantity_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Reserve","3","0.028","3","0.021","","","","","","","","","","","","","","","","","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-1-365419f8ecceb77380fe2bfa38fb3d850e8aaa88","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-12-40910ea19626165845cb393ee32979e50b39287b"
"Air National Guard","","","3","0.021","","","","","","","","","","","","","","","","","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-2-1ea0328788eb0839a30304746870f92fa71e56d0","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-12-40910ea19626165845cb393ee32979e50b39287b"
"Air Force Active","","","","","1","0.014","1","0.014","","","","","","","","","","","","","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-0-7ff773a0fdf66e1b2a0c063ced83e3982d2e3fc2","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e5cbc60c7fe64ef9b8c7b39858175873248ddd9f-13-ce3c5a46c9606d05695d204f8d60213a492589df"
"Air Force Active","","0.005","","0.005","","0.005","","0.005","0.267","","","","0.005","","0.005","","0.005","","0.005","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-afd5848e38f3cd62ede59d15808adcb08c6f1199","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e6a0308838296a51cfadac2f82cd2894ae494d84-0-5c667b67ff80543e5f55f90312b3c2b8b59279ad"
"Air Force Active","","0.944","","0.933","","0.932","","0.932","3.217","","","","0.928","","0.935","","0.968","","0.972","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-edf1f550990168d40f50963b9717579ef2091c5a","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e6a0308838296a51cfadac2f82cd2894ae494d84-1-9134471fcae3165470d843cbca49836c66f52747"
"Air Force Active","","0.037","","0.005","","0.005","","0.005","0.025","","","","0.005","","0.005","","0.005","","0.005","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-ba6f2debd2a9cfb89b1f2fdb63cc0874aaa97475","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e6a0308838296a51cfadac2f82cd2894ae494d84-2-700beb95f34902c5a225f3c6247c048e37a10529"
"Air Force Active","","0.771","","0.807","","0.838","","0.838","3.17","","","","0.875","","0.9","","0.9","","0.93","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-7d9f27ef32eb85712cd79646cda1451f9dccb1a3","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","e6a0308838296a51cfadac2f82cd2894ae494d84-3-a10cd9666269cf6ef87777bd8b93b31a4fd6c2f7"
"Air Force Active","","0.119","","0.000","","0.000","","0.000","30.086","","","","0.000","","0.000","","0.000","","0.000","","f0a05e11c08cb00c4af6e0efdc9a496345544ce9-0-fde22bb48132d9510e13966d4ee679b4bb061b17","f0a05e11c08cb00c4af6e0efdc9a496345544ce9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0a05e11c08cb00c4af6e0efdc9a496345544ce9-0-4a5050b6e9a745acb4a3cea819a9756f8762befe"
"Air Force Active","","0.119","","0.272","","0.277","","0.277","0.387","","","","0.288","","0.296","","0.3","","0.305","","f0a05e11c08cb00c4af6e0efdc9a496345544ce9-0-d7db5935915691f26af49635975e6a0b471af779","f0a05e11c08cb00c4af6e0efdc9a496345544ce9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0a05e11c08cb00c4af6e0efdc9a496345544ce9-1-c3a5f8fec13fd167a1c5feaf54187cc2ef5e9099"
"Air Force Active","","0.056","","0.156","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-d94aefb38de92c9071b956f789fe57eae39295c0","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-ef8cd8b3a2edfc1efd760c798844ed30a83d6959"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-971f4ffdda27953215f51bd5df7bb0a1e6e9ae47","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-ef8cd8b3a2edfc1efd760c798844ed30a83d6959"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-4ed72bb500006bd42754a5fa9c834dca9f75f77f","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-ef8cd8b3a2edfc1efd760c798844ed30a83d6959"
"Air Force Active","","28.036","","0.000","","0.000","","0.000","246.27","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-633341a18a689498bf013fb350bcea56fea8386a","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-b6c99f06e297ebba338c8546202cc376f2466f70"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-fb871b5799ee492dc2f2c282a2391f8ad53ae8f2","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-b6c99f06e297ebba338c8546202cc376f2466f70"
"Air Force Reserve","","34.453","","0.000","","0.000","","0.000","62.466","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-78dda2206970acd23fbb05a297483ceb7f109e4f","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-b6c99f06e297ebba338c8546202cc376f2466f70"
"Air Force Active","","0.2","","0.000","","0.000","","0.000","7.715","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-4441d9097c5d5fa3b752c1ecdb9b807f172f34cc","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-992e36ec7ab5a424a33d1915b1be7a9ac0ceb3ad"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","11.993","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-6b319c14e84d41b0f6184030d7da71143e36e455","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-992e36ec7ab5a424a33d1915b1be7a9ac0ceb3ad"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","2.14","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-84ec7965ae87d94f15add03fdaf85cc12a1f16b1","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-992e36ec7ab5a424a33d1915b1be7a9ac0ceb3ad"
"Air Force Active","","7.6","","6.362","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-4e3066e0070ab7fdf266b34524f54fd8d8aeb90b","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-3-629156c13e16bf02af987b54a5d17fa58d814c56"
"Air Force Active","","0.000","","0.000","","1.5","","1.5","0.000","","","","4.24","","3.99","","0.292","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-5fc66d28c3f739c3027b70090a42286c2d554d19","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-4-cd2adf72d8778155b220f80180b1270f54e382fb"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","3.19","","1.62","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-15486fadc5d033dee72d6d4408c21dc2adfb6bf4","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-4-cd2adf72d8778155b220f80180b1270f54e382fb"
"Air Force Active","","0.000","","0.000","","0.000","","0.000","0.000","","","","15.043","","42.251","","42.806","","44.749","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-127d9e89ecb33e2dea70cf9c09fb8380f3cf3b79","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-5-626b155db88778dc80b285891ec2057d385df1a4"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-1-f286434191edf8293f606cb049f58c31799fb343","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-5-626b155db88778dc80b285891ec2057d385df1a4"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-2-b81b94fb37acea2dec21b4a550b64cde49a48609","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-5-626b155db88778dc80b285891ec2057d385df1a4"
"Air Force Active","","0.695","","0.449","","0.956","","0.956","1.535","","","","0.984","","0.587","","0.733","","1.5","","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-0-cc64a859bde25f0491d1dd099e9d4064afc188ae","f0c29f5095000c4f762d60e06ac9cb596ad70eb6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f0c29f5095000c4f762d60e06ac9cb596ad70eb6-6-278f615cebb97b138b0bd119b8b4c9080bac679e"
"Air Force Active","","0.094","","0.102","","0.108","","0.108","0.58","","","","0.113","","0.097","","0.099","","0.103","","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12-0-251518f4a799733d77b909f215f841634ce547ff","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12-0-d838509b6031ac757ca261c953c51f3faa944b03"
"Air Force Active","","0.147","","0.141","","0.084","","0.084","1.701","","","","0.086","","0.105","","0.107","","0.107","","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12-0-d4453c7f480ef43c3caf78dfd380e721f66d9c3b","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","f8bfa4ac842d6b8a3eda210e65fe291218cc4c12-1-fa9c31cf5f9768f283ce1f8c021a00b60721e9ac"
"Air Force Active","","0.000","","28.3","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-0a2c2b78b000e16bbecd13e9bb9105b1329289c6","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-0-d03c0ee5f5ec728cf66dd7143b7ab3831a7e0212"
"Air Force Active","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-4215bbecb171d2e68f01487bb5ff74254d6ab9f0","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-1-5b276ec96fbf6d41a55d03f6144ac7328bcb24be"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-1-a5b02d7874b0be550569ba0dd98d24950b221950","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-1-5b276ec96fbf6d41a55d03f6144ac7328bcb24be"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-2-21ba2dea31d02ec3f46cc2931b9b96dd8ba19111","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-1-5b276ec96fbf6d41a55d03f6144ac7328bcb24be"
"Air Force Active","","0.000","","0.000","","0.42","","0.42","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-c58a24a116a3d809eca00f6d5b535b376fcc43c9","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-2-bab9b0dfcfd11464a6880960c29d161f8ef13cbf"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-1-4f84576ad9e5712e89cd5995a8c2014f70d1e67f","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-2-bab9b0dfcfd11464a6880960c29d161f8ef13cbf"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-2-14e87c13ea7bebae21f8e831f11b2d926b738d27","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-2-bab9b0dfcfd11464a6880960c29d161f8ef13cbf"
"Air Force Active","","0.000","","30.447","","3.039","","3.039","0.000","","","","1.103","","1.065","","0.994","","1.014","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-8613ec020fe900a8c77b35205851e7d91b72e716","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-3-6a8dabc3a9836b661cc1b6c392d228da10239c75"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-1-b5e76039eccd76f0c1568638d7731d1a11f182a3","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-3-6a8dabc3a9836b661cc1b6c392d228da10239c75"
"Air Force Active","","0.000","","46.1","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-6fbabecf52d551071ae9dd0cce5256856fdabc72","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-4-3a27885e1ba8ce3bf65a75ceda69cf0e195d68ac"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","fb54e06467b731bf13ac60b5c589758d4131acbd-1-5306ad29d91d4a381c7ed97a599ef89cccab9981","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","fb54e06467b731bf13ac60b5c589758d4131acbd-4-3a27885e1ba8ce3bf65a75ceda69cf0e195d68ac"
"Air Force Active","0","0.063","0","0.101","0","0.128","0","0.128","0.376","0","0.000","0","0.132","0","0.137","0","0.14","0","0.14","0","0042939b56567ff2fb3567d4a3f4d0094dfedc4f-0-5e5511ba7aa962548560a5bad500ccb1c0c0bbb2","0042939b56567ff2fb3567d4a3f4d0094dfedc4f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","0042939b56567ff2fb3567d4a3f4d0094dfedc4f-0-3bf9612131834490cf3d0057fd361e0dfa4a56a7"
"Air Force Active","0","0.1","0","0.105","0","0.115","0","0.115","2.205","0","0.000","0","0.115","0","0.119","0","0.12","0","0.124","0","0042939b56567ff2fb3567d4a3f4d0094dfedc4f-0-eebdf8a256760a860818bf6107e2585bc521c058","0042939b56567ff2fb3567d4a3f4d0094dfedc4f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","0042939b56567ff2fb3567d4a3f4d0094dfedc4f-1-bbe9c9ed7d156f50d3afe1b86f3f85c820030d04"
"Air Force Active","0","0.000","0","0.000","0","4.038","0","4.038","32.331","0","0.000","0","5.006","0","6.477","0","6.63","0","7.776","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-1a846325ae785d35e7b8978c919b408ef32fd4f8","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-edef17029ad4b52edc50bbf82fabcea7b9d105d3"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","92.446","0","0.000","0","0.14","0","0.1","0","0.06","0","0.000","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-cace17669bc81e4c24545e874b17f334cffe5c07","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-1-f97dd9daf999372244b252a59b838bd11609f1a9"
"Air Force Active","0","8.315","0","1.21","0","0.000","0","0.000","530.378","13","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-8d6d6af4e2e63b7e8c5b4e955c7b9a819a877cc2","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-2-8f0c6a1c5e56264fad69f1bac033161bf00f14b7"
"Air Force Active","0","16.12","0","0.000","0","0.000","0","0.000","30.135","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-4f98b3cad43b65826b401bd1bc37ccb06f2ef2b3","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-3-0fe8873035306bdbc4d3b488a22962e9c8a169b6"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-7088f587338876db159a2b9d008a68fc3c4a8fe8","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-4-4a930202ea6cee6ad94a6515f2c2f8588d2cb461"
"Air Force Active","0","0.000","0","0.304","0","2.895","0","2.895","0.000","0","0.000","0","4.089","0","4.659","0","4.74","0","4.901","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-a90310127af17327ff562ba07557681e6295492e","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-5-46e63677ccd2fb47649048dea630743c24a78253"
"Air Force Active","0","0.000","0","0.000","0","0.516","0","0.516","0.000","0","0.000","0","0.901","0","1.23","0","1.43","0","1.92","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-4092022184570118194bc02fd66a5147795baa13","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-6-ce8c3912a38ede7e4ebc5cf71ed1751e2768006f"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0.000","0","0.000","0","0.000","0","0.000","0","12.1","11","8.9","6","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-6e24b2c71d7b1d1d70dae8cb4bff9bc4d611c0ce","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-7-8a0e099956b1d8b111f422ed4ed7267e11012381"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","59.17","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-c17797ca97bba6cd37741cc611493a6dcebb4f81","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-8-6345646d44667298314f23685ee94aec9c86d34b"
"Air Force Active","0","0.599","0","0.000","0","0.383","0","0.383","6.082","0","0.000","0","1.631","0","1.65","0","1.69","0","1.718","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-f7c5dd017034b8da01bb0e36c7118be1c25dcb87","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-9-7fd73aa582e2f9cc5ee7287e05a437e034b1c4c9"
"Air Force Active","0","1.999","0","0.000","0","0.383","0","0.383","14.151","0","0.000","0","2.585","0","2.615","0","2.681","0","2.723","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-49f77e8b8fed0b22c45d79ad5f54046381146bf7","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","00d39061bb6cf1a3704c757ddeffe08ad768d434-10-835d3bf20066a1a4d568c02e839e5f9fd6a9ca32"
