"Name_val","Name_@footnote","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_ToComplete_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_Continuing_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"1.1.1) Inactive OSIPs - Organic","","","","0.000","17.509","17.509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aae3c2e4152895818efe18e4c6be9f238911904c-0-f4e5f3bd848bc1eecac20bf01cc003ad7f61e527","aae3c2e4152895818efe18e4c6be9f238911904c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","aae3c2e4152895818efe18e4c6be9f238911904c-0-4c8e9617d2b6594b5404df95ab37ea9a40ecb771"
"2.2.1) Install Equipment N/R - Organic","","","1.572","0.000","77.385","65.065","1.946","3.711","1.572","1.572","1.348","0.82","1.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aaeb48e8e0046bc5b6b20f26c490473555f499f8-0-2fcf44e48a2067efa7346258bd8c5a29b04f3ba9","aaeb48e8e0046bc5b6b20f26c490473555f499f8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","aaeb48e8e0046bc5b6b20f26c490473555f499f8-0-6dd9fe2885ab1ca396234efb1fa049bd3825eeca"
"2.2.2) BFT/Collection Equipment (Install Equip N/R) - Organic","","","","0.000","0.12","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aaeb48e8e0046bc5b6b20f26c490473555f499f8-1-fb4da68a51250ef208f136562515e9e25f8b543d","aaeb48e8e0046bc5b6b20f26c490473555f499f8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","aaeb48e8e0046bc5b6b20f26c490473555f499f8-0-6dd9fe2885ab1ca396234efb1fa049bd3825eeca"
"1.1.1) GUAM SMMTT - NonOrganic","","","","0.000","7.498","7.498","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888-0-6c720026b31f25f4973777f91a8a2d307b21f589","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888-0-444e57474c349c5019a90039c255b84153dfeef0"
"1.1.1) SEAWOLF SMMTT - NonOrganic","OSD-12 comment - Type commander cancelled TI08 install and directed TI12 be delivered to better support SSN21 class modernization.","","","0.000","6.178","6.178","","","","","","","","","2","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888-0-c4d18eea5507cba3c695afaceab333bb467b2357","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b61b6efa35f2fe11de4650f1c8b2e29eb3be5888-0-5224826455cf6f82f599f6701dbc2d91478fb74b"
"B-Kit Nonrecurring","","","","","6.6","6.6","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-cb999a5d6e489bbdab68eff69c3462ae2abef607","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b6a0d3237720baad9c923830282651aae689cd4d-0-5087b450c152c5e59218f5859cae9c9933e8fb81"
"B-Kits, Nonrecurring","","","","","23.4","22.6","0.8","","","","","","","","0","0","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-24724a6bc5d1ede6af2542a2620a5e0958626f03","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b6a0d3237720baad9c923830282651aae689cd4d-1-f6b4856a0ce85eec1dd294135a7933a4ae90d355"
"B-Kits Nonrecurring","","","","","1.2","1.2","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-b6076f5621a6c3086298dc8370cb09f5ad8aec61","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b6a0d3237720baad9c923830282651aae689cd4d-2-d3ac65ae92920cb2b4c860494ff28117f8eea951"
"B-Kit, Nonrecurring","","","","","12.888","","","","","12.888","","","","","","","","","","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-5b2a4823df9cd50f2308e33646622572a10a4992","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b6a0d3237720baad9c923830282651aae689cd4d-6-4fa85fc148aeda317c6aadc177fcee9efd62027f"
"B-Kit, Nonrecurring","","","9.548","","16.565","","","7.017","9.548","","","","","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-f116a4b6551a03c248b49da23ab21c2651bc7803","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b6a0d3237720baad9c923830282651aae689cd4d-7-2e147295960f819d4898180c53a4861c77a6c9c9"
"Installation","","","3.376","","","","","","3.376","3.78","6.598","6.342","4.126","true","","","","10","10","11","16","","","15","10","","","","","","","","","","","","","","","","","","","","","","","","","","","b94b93f15afb091de921271e68ddcbaeb4885aff-0-dcd0c02931299ddda0ba265ec14cc7fbf136198e","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","b94b93f15afb091de921271e68ddcbaeb4885aff-0-8c78c52b961b8baadaebe9c3a2b443b9fab4c914"
"2.2.1) Archived BKits/Non-Recurring - Organic","","","","0.000","24.579","24.579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-20b4063d568e9c9a8a8bf6771e44e488b36c0411","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-c7947582e5ebf942dabcecff5888081a97902074"
"2.2.1) Archived BKits Non-Recurring - Organic","","","","0.000","16.707","16.707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-c74c34803aedce94296de02ef8f8254e2c8eca7c","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-2e457a541d7436824619ffcfaf253a8d7aad5aad"
"2.2.1) A/C Integration NRE - Organic","","","4.553","0.000","23.053","","","18.5","4.553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-076990b391e24b203165a5adf73178e1d449ce1e","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-0b55e0651c4fb1a1ebe7714573d520d5135c0bb1"
"2.2.1) Archieved BKits Non-Recurring - Organic","","","","0.000","3.515","3.515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-81dd5470f17520e4a56440063b0e6388c1217330","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c290489a92a16b1dfb3db36f6ba3cc3cfeed0d5b-0-e46e30237ad7f77a5337234b74c013695617261c"
"2.2.1) Install Equipment N/R - Organic","Cost increases in FY14 and out because FEWSG is a non-standard program that supports Fleet Training supplying Adversary Forces with EA systems in a Counter Air role flown on military aircraft and also supplying Opposing Forces with EA systems for Surface Training. Neither of these programs are under an Aviation Depot Level Repair (AVDLR) support posture and all of the aircraft are unique configurations. The logistics and engineering requirements are wide spread even though we are making minor modifications (1 mod per year). Opposing Forces ALQ-167 variants and AST-9 variants are aging rapidly and that puts a significant Logistics and engineering burden on support of these systems. There are a number of ALQ-167 Pod variants.  This variance requires unique modifications and hardware.","","0.072","0.72","3.22","1.998","0.06","0.075","0.072","0.072","0.074","0.074","0.075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-0-1ab3b3b2635ec2305f5f473e039fc13c853869c1","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-0-f0496313821c6870c79a253d549d10e536010c8f"
"2.2.2) Training Equipment - Organic","","","","0.000","4.815","4.785","0.03","","","","","","","","3","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-1-3741a2e1108cfd6fc0dd0943fa69e7a297a2ea47","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-0-f0496313821c6870c79a253d549d10e536010c8f"
"2.2.3) Support Equipment - Organic","","","","0.000","5.51","5.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-2-b3a822fcc1a0c85d1dd94752d2d6510e4bee624a","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c2c42e1ecf3bdbbe66df35f140953f918d5eda7b-0-f0496313821c6870c79a253d549d10e536010c8f"
"1.1.1) JBAIDS - NonOrganic","","","","0.000","0.000","0.000","","0.000","","","","","","","20","","1","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c8f7ecbbcac333a148a4334a81186bdb15c41457-0-a2133698477f0f21eece2f14e708965a8489de2d","c8f7ecbbcac333a148a4334a81186bdb15c41457","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c8f7ecbbcac333a148a4334a81186bdb15c41457-0-2e8b32813848dcc17865596372c8a2bfe53f0d51"
"1.1.2) DSA COST - NonOrganic","","","","0.000","0.048","","0.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c8f7ecbbcac333a148a4334a81186bdb15c41457-1-7666e1a754aa90481628da77abb053ab43475a81","c8f7ecbbcac333a148a4334a81186bdb15c41457","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","c8f7ecbbcac333a148a4334a81186bdb15c41457-0-2e8b32813848dcc17865596372c8a2bfe53f0d51"
"Fielding","","","","","9.32","","","","","","","8.649","0.671","","","","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-0-4e608c968fd2b29960107caaa7174f36169c1ef6","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-4-a06f6fd58a26c72791e87ee1c7e44ff38154f204"
"2.2.1) Installation Equipment N/R - Organic","Cost growth in excess of OSD approved inflation indices between FY15 and FY16 is due to installation efforts on V-22 platform.","","1.26","0.000","6.113","","","","1.26","1.508","1.119","1.096","1.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","caecbfbabc76a252f03524fef2ee094b2ad6ff64-0-f4e51168aceee0c8e1070fabd92abb0900fa84c8","caecbfbabc76a252f03524fef2ee094b2ad6ff64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","caecbfbabc76a252f03524fef2ee094b2ad6ff64-0-cca488328f927272c6a695cd136c38feeec91dd4"
"2.2.1) Installation Equipment N/R - Organic","","","1.303","0.000","12.247","","5.75","5.194","1.303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","caecbfbabc76a252f03524fef2ee094b2ad6ff64-0-0b9a86deff224c5dc5e8bb037e274e84b791f291","caecbfbabc76a252f03524fef2ee094b2ad6ff64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","caecbfbabc76a252f03524fef2ee094b2ad6ff64-0-ad02da259c977790985ab429f236bb2f38ad46b8"
"Engineering Design","","","","","2","2","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-06a576c17dcb6961d235a8da9fec292427bb295d","daaea55b51d052005b4e775c05d917cdac9a5f9b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","daaea55b51d052005b4e775c05d917cdac9a5f9b-2-1e7f38fc48e2ee2ab6b405e34fac63dff9c40bd2"
"2.2.1)  Installation Equipment N/R. - Organic","","","","0.000","24.126","24.126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-26c6217592a8cf9b391960bbdac4384a6842f728","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-2556ba535032c9d6a9af98075f57ec0a3a0ca72a"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","18.049","18.036","0.013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-c393bf91ffd81224a9dced3848cf02bfecd504b5","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-523bb64bdb7b653f7d7cdbba3cf67271b1209bb4"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","9.979","9.979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-38987d5f6c0a2090ba69ba77dc28417be808c22b","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-1f3c8b4d8118b79e8df354819526689f45b5d187"
"2.2.1) Installation Equipment N/R - Organic","**FY14 includes efforts for the MH-53, C-2, MH-60R, and AH-1Z platforms which commenced this year, while continuing efforts for the AV-8B and KC-130T.  In addition, software anomalies and integration issues discovered in the F/A-18 have delayed RNP/RNAV completion on that platform from FY13 to FY16.  This effort drove the cost increase between PB13 and PB14.  No platforms were accelerated.  **Increase in FY15-FY18 is due to the increase in ADS-B (Out) funding. CNS/ATM had existing ADS-B (Out) requirements already in the budget, additional funding received for additional platforms in order to meet the Federal Aviation Administration (FAA) Mandates Fact-of-Life.","","78.628","0.23","509.059","148.123","17.045","54.519","78.628","117.592","57.576","30.602","4.744","","14","","1","1","1","1","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-32d4d5d09afeee5cc9e213c0e92d2ee7e5ffc4da","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-e0f27ca3d7afe87be83121c10db4aed28128a696"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","90.906","90.693","0.213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-24e8db5faf881b2e218fb29eb5a3b38a7cdde37a","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-9df826a788b6c922a09d15d0c07d03b97e114ee5"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","41.98","41.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-5260cff30c13234b8771f46ab2d067b78d9f0ce2","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-8bee8074d2f36701fb57f0e3598416d82b052c7f"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","1.632","1.632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-832fd5af3ba96baab458177256822cae4d161afb","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-5120741c1b1061cc6f0a7793ac00b0faaa1ede7f"
"2.2.1) Installation Equipment N/R - Organic","** B-Kits (equipment modification) funding to date are as follows: AV-8B Series, C-2 Series, CH-53 Series, E-2 Series, E-6 Series, EA-6B Series, FA-18 Series, H-1 Series, MH-60 Series, P-3 Series, SH-60 Series, T-45 Series modifications and Common Avionics Systems.","","1.25","64.375","76.737","2.784","","1.22","1.25","1.852","1.752","1.752","1.752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-aaba14bf6ee52c74a29ce4908472f060d2f839a8","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-6b9a04bd05a388d82f657251c95e1f2124c8f4a9"
"2.2.1) Installation Equipment N/R - Organic","","","","0.000","5.115","3.893","1.222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-938b2a5eccb36edf60bba21378f363ea7aa020c7","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-2bd57b3bf9a673b33574ad7e9fc5b546c52c28f6"
"2.2.1) B-Kit Installation Equipment N/R - Organic","**FY14, Phase 1 Fixed Wing development completed.  FY16, Phase 2 Rotary Wing development completed which constitutes Military Flight Operations Quality Assurance Software (SW) Baseline.  Follow-on Phase 3 and beyond for all aircraft will be APN-5 due to being a modification of existing SW Baseline.  **FY19, Phase 6 includes three additional platforms.","","4.4","23.929","82.342","","","","4.4","13.883","13.074","13.272","13.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-3f6727c34171991930d09abab4afa4d6612952ee","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-844c0566348a57de5e728d25a0ad94a31cc92a03"
